"GEO_ID","NAME","P9_001N","P9_002N","P9_003N","P9_004N","P9_005N","P9_006N","P9_007N","P9_008N","P9_009N","P9_010N","P9_011N","P9_012N","P9_013N","P9_014N","P9_015N","P9_016N","P9_017N","P9_018N","P9_019N","P9_020N","P9_021N","P9_022N","P9_023N","P9_024N","P9_025N","P9_026N","P9_027N","P9_028N","P9_029N","P9_030N","P9_031N","P9_032N","P9_033N","P9_034N","P9_035N","P9_036N","P9_037N","P9_038N","P9_039N","P9_040N","P9_041N","P9_042N","P9_043N","P9_044N","P9_045N","P9_046N","P9_047N","P9_048N","P9_049N","P9_050N","P9_051N","P9_052N","P9_053N","P9_054N","P9_055N","P9_056N","P9_057N","P9_058N","P9_059N","P9_060N","P9_061N","P9_062N","P9_063N","P9_064N","P9_065N","P9_066N","P9_067N","P9_068N","P9_069N","P9_070N","P9_071N","P9_072N","P9_073N",
"1600000US0614218","Clovis city, California","120124","36594","83530","77730","57916","2993","738","15147","270","666","5800","5490","699","1676","1617","131","997","49","124","11","24","22","3","1","99","33","4","285","73","39","5","15","56","11","8","53","4","0","2","5","1","9","0","0","0","0","0","4","21","12","0","6","0","0","0","0","3","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0",
"1600000US0614232","Clyde CDP, California","729","144","585","515","400","33","3","73","1","5","70","62","3","15","24","0","14","2","0","0","1","3","0","0","0","0","0","8","1","0","0","2","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0614260","Coachella city, California","41941","40421","1520","1371","836","136","83","143","10","163","149","120","31","18","7","11","17","7","11","2","7","1","0","5","2","0","1","21","4","3","1","1","0","0","0","7","0","0","1","1","1","2","0","0","0","0","0","0","7","4","0","0","1","2","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"1600000US0614274","Coalinga city, California","17590","11243","6347","5996","4748","665","112","377","26","68","351","329","23","118","53","3","55","2","7","2","0","1","0","0","63","2","0","18","8","3","0","0","0","0","1","5","0","1","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1600000US0614288","Coarsegold CDP, California","4144","589","3555","3300","2976","16","215","60","0","33","255","242","20","137","19","0","56","3","2","0","0","2","1","0","2","0","0","13","7","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0614302","Cobb CDP, California","1295","119","1176","1075","1027","5","22","9","0","12","101","98","6","30","19","0","42","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0614406","Coffee Creek CDP, California","152","12","140","127","122","0","2","2","0","1","13","12","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0614442","Cohasset CDP, California","830","58","772","740","714","3","11","1","1","10","32","32","6","15","2","0","8","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0614450","Cold Springs CDP (El Dorado County), California","556","52","504","479","468","5","1","3","1","1","25","20","0","14","0","1","5","0","0","0","0","0","0","0","0","0","0","5","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0614454","Cold Springs CDP (Tuolumne County), California","123","7","116","106","104","0","0","1","0","1","10","10","2","6","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0614484","Coleville CDP, California","419","104","315","310","279","6","17","8","0","0","5","4","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0614498","Colfax city, California","1995","210","1785","1637","1555","10","33","22","5","12","148","140","12","57","27","1","40","0","0","1","0","2","0","0","0","0","0","8","2","0","0","0","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0614554","College City CDP, California","292","201","91","84","79","0","0","3","2","0","7","7","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0614708","Collierville CDP, California","2094","784","1310","1235","1109","16","5","75","10","20","75","72","1","39","8","13","8","0","0","1","0","1","0","0","0","1","0","3","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0614736","Colma town, California","1507","621","886","819","307","50","4","442","3","13","67","65","7","7","32","0","7","4","3","0","2","2","0","0","1","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0614764","Coloma CDP, California","521","60","461","428","405","4","3","6","0","10","33","27","8","12","2","1","2","0","0","0","0","0","0","0","2","0","0","6","3","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0614890","Colton city, California","53909","39779","14130","13095","5658","4439","163","2471","116","248","1035","909","227","163","195","29","83","51","58","12","33","8","6","0","38","5","1","106","46","14","0","8","5","1","3","15","2","1","1","2","2","3","2","1","0","0","0","0","20","3","0","13","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0614904","Columbia CDP, California","2577","308","2269","2096","1988","8","38","42","3","17","173","168","12","100","17","1","28","1","4","0","3","0","0","0","2","0","0","5","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0614946","Colusa city, California","6411","3757","2654","2441","2187","58","65","82","34","15","213","202","8","109","26","5","35","0","0","2","0","0","0","0","12","5","0","7","4","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0614974","Commerce city, California","12378","11690","688","629","293","88","38","163","3","44","59","47","2","12","7","1","2","5","5","2","1","1","0","4","5","0","0","10","1","2","0","1","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0615030","Comptche CDP, California","167","15","152","143","137","0","5","0","0","1","9","9","0","3","2","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0615044","Compton city, California","95740","67791","27949","26679","856","24342","132","365","544","440","1270","1105","342","38","48","20","45","217","86","40","224","3","2","5","23","12","0","153","65","26","0","8","9","0","0","13","0","1","5","4","9","6","5","0","0","0","0","2","11","6","0","2","1","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0",
"1600000US0616000","Concord city, California","125410","38953","86457","78894","54104","4532","295","18435","644","884","7563","7004","849","1039","3275","196","996","66","158","31","73","27","5","8","197","69","15","503","80","121","15","18","88","9","6","114","15","1","5","1","4","19","4","1","1","0","0","1","49","21","1","6","2","7","1","7","2","1","0","1","0","0","0","0","7","3","3","1","0","0","0","0","0",
"1600000US0616035","Concow CDP, California","402","32","370","338","302","10","2","21","0","3","32","31","0","23","1","0","2","1","1","0","1","0","0","0","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0616090","Contra Costa Centre CDP, California","6808","833","5975","5487","3234","329","15","1822","16","71","488","449","53","32","269","18","40","1","18","1","0","2","0","1","7","7","0","30","11","8","0","0","2","0","0","7","1","0","0","0","1","0","0","0","0","0","0","0","9","0","2","3","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0616210","Copperopolis CDP, California","3400","487","2913","2687","2561","30","17","58","6","15","226","217","21","112","22","4","56","0","0","0","0","0","0","0","2","0","0","8","2","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0616224","Corcoran city, California","22339","15538","6801","6514","3174","2853","194","182","32","79","287","273","36","59","21","9","13","5","12","1","5","0","0","0","112","0","0","14","5","1","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0616322","Corning city, California","8244","4487","3757","3479","3186","18","105","111","11","48","278","267","30","119","29","19","59","0","1","0","1","0","2","3","4","0","0","9","0","0","0","0","1","0","0","0","0","0","0","0","4","1","0","0","3","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0616350","Corona city, California","157136","73102","84034","78270","49860","8136","461","18482","509","822","5764","5333","796","861","2108","223","689","94","168","25","101","36","0","8","168","53","3","398","112","53","10","13","47","1","4","119","13","0","5","1","1","10","6","1","1","0","0","1","27","11","2","4","6","2","0","1","1","0","0","0","0","0","0","0","2","1","1","0","0","0","0","4","4",
"1600000US0616378","Coronado city, California","20192","3406","16786","15702","14275","607","53","613","41","113","1084","1021","113","203","394","17","246","2","22","0","3","1","0","0","20","0","0","58","12","3","3","2","8","7","0","20","1","0","2","0","0","0","0","0","0","0","0","0","5","2","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0616420","Coronita CDP, California","2639","1590","1049","997","837","29","3","112","6","10","52","50","3","16","15","1","9","2","0","1","2","0","0","0","0","1","0","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0616434","Corralitos CDP, California","2342","635","1707","1600","1521","5","5","46","0","23","107","102","17","27","27","1","24","0","0","0","1","0","0","0","4","0","1","5","1","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0616462","Corte Madera town, California","10222","1092","9130","8426","7422","72","8","807","14","103","704","677","68","70","341","13","168","2","9","0","0","0","1","0","1","3","1","22","6","4","0","6","2","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","5","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0616532","Costa Mesa city, California","111918","40795","71123","66192","54169","1306","232","9455","412","618","4931","4537","486","813","1980","199","785","10","71","13","36","10","2","5","101","25","1","363","65","25","12","14","52","4","3","164","11","4","3","0","3","2","0","1","0","0","0","0","28","9","0","4","6","2","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3",
"1600000US0616560","Cotati city, California","7584","1720","5864","5384","4866","103","43","292","20","60","480","463","86","133","125","11","91","0","9","0","0","1","1","1","5","0","0","16","1","3","0","2","3","0","2","4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1600000US0616580","Coto de Caza CDP, California","14710","1522","13188","12349","10722","178","15","1354","7","73","839","785","62","109","376","15","192","3","2","1","0","0","0","0","14","9","2","50","0","6","0","2","12","0","1","28","0","0","0","0","0","0","1","0","0","0","0","0","3","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1600000US0616623","Cottonwood CDP (Kern County), California","3971","3114","857","781","172","579","11","12","0","7","76","66","41","5","3","0","4","3","6","0","0","3","0","0","0","1","0","7","5","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0",
"1600000US0616630","Cottonwood CDP (Shasta County), California","6268","694","5574","5120","4818","22","147","116","3","14","454","443","29","277","35","11","87","2","0","0","0","2","0","0","0","0","0","11","2","6","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0616644","Coulterville CDP, California","115","13","102","94","92","0","1","1","0","0","8","7","0","3","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0616651","Country Club CDP, California","10777","5459","5318","4783","3429","549","85","626","55","39","535","479","83","134","135","12","31","23","17","2","8","11","0","0","18","5","0","52","6","14","0","2","8","1","0","16","0","1","4","0","0","0","0","0","0","0","0","0","4","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0616714","Courtland CDP, California","326","176","150","135","125","0","0","8","1","1","15","14","0","7","6","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"1600000US0616728","Covelo CDP, California","1394","488","906","821","472","1","341","1","1","5","85","82","0","58","3","0","20","0","0","0","0","0","0","1","0","0","0","2","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0",
"1600000US0616742","Covina city, California","51268","30108","21160","19881","10051","1748","156","7571","87","268","1279","1183","176","201","425","29","140","41","40","3","35","3","0","8","65","16","1","92","25","14","1","10","9","0","0","18","7","0","6","1","0","1","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
